neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Centro,Embajadores,40.4081655161045,-3.71020101197694,Entire home/apt,115,2,27,0.46,1,223
Centro,Palacio,40.4137756937528,-3.71252564294543,Entire home/apt,65,3,4,0.22,1,274
Centro,Universidad,40.4220394584209,-3.70481126903787,Entire home/apt,85,3,58,0.98,1,203
Latina,Puerta del Angel,40.4096064225057,-3.73350293156095,Private room,26,2,0,0,1,365
Chamartín,Ciudad Jardín,40.4506133962006,-3.67401717925689,Private room,50,3,9,0.18,2,282
Centro,Justicia,40.4214238969328,-3.70102292571835,Entire home/apt,59,3,138,2.33,1,327
Centro,Sol,40.4191667031851,-3.70624249303498,Entire home/apt,75,4,14,0.44,51,309
Centro,Embajadores,40.4090944670677,-3.70045451816298,Entire home/apt,80,2,34,0.58,1,268
Centro,Universidad,40.4240845104931,-3.7038035940486,Entire home/apt,81,4,13,0.44,51,300
Centro,Sol,40.4158769276817,-3.70200098682153,Entire home/apt,82,4,12,0.21,51,323
Centro,Embajadores,40.413040609518,-3.70567787545128,Entire home/apt,81,4,14,0.27,51,314
Centro,Sol,40.416444484819,-3.70222486447232,Entire home/apt,82,4,74,1.35,51,305
Arganzuela,Imperial,40.4044799097516,-3.7130469290158,Private room,25,1,1,0.16,1,30
Latina,Cármenes,40.4039784878814,-3.73163153964997,Entire home/apt,75,90,8,0.39,4,148
Carabanchel,Opañel,40.3918654958871,-3.72227313970504,Private room,29,1,16,0.27,1,365
Moratalaz,Vinateros,40.4035723293642,-3.64273633503265,Private room,25,1,11,0.22,2,331
Centro,Embajadores,40.410413343026,-3.70039072049725,Entire home/apt,41,3,63,1.08,3,288
Centro,Cortes,40.4147641565847,-3.69363277044259,Entire home/apt,86,4,3,0.18,51,319
Centro,Embajadores,40.4067074949613,-3.69776630252711,Entire home/apt,83,4,5,0.11,51,337
Centro,Palacio,40.41960667984,-3.7096454060882,Private room,38,3,9,0.16,2,93
Centro,Embajadores,40.4067910051745,-3.70524580491902,Private room,30,3,15,0.35,1,244
Centro,Universidad,40.4270791217797,-3.70966774096041,Entire home/apt,90,4,7,0.12,1,303
San Blas - Canillejas,Rosas,40.4300405892885,-3.60380303330944,Private room,25,3,14,0.24,1,362
Chamberí,Rios Rosas,40.4457604403341,-3.70321939278168,Private room,24,2,244,4.28,2,276
Centro,Justicia,40.4210784923471,-3.69772988205993,Entire home/apt,88,4,26,0.72,51,289
Chamberí,Trafalgar,40.4308324441679,-3.70132655831044,Entire home/apt,88,5,3,0.1,51,283
Centro,Universidad,40.4259980304191,-3.71011419747083,Entire home/apt,69,3,28,0.69,1,308
Chamberí,Trafalgar,40.4285873226324,-3.6985929513355,Entire home/apt,55,1,202,3.45,6,295
Centro,Cortes,40.4173438686241,-3.69544249519388,Entire home/apt,150,2,136,2.47,1,168
Centro,Palacio,40.4120956351628,-3.70872102915641,Entire home/apt,69,2,100,1.81,1,325
Centro,Palacio,40.4133603090453,-3.70889672074024,Entire home/apt,65,2,240,4.1,4,318
Centro,Embajadores,40.4065938270449,-3.7068356937408,Entire home/apt,50,4,150,2.57,2,288
Centro,Universidad,40.4222488333339,-3.70192606960121,Entire home/apt,120,4,3,0.06,1,38
Chamberí,Trafalgar,40.4298122436398,-3.70260872873193,Entire home/apt,102,4,16,0.28,51,328
Retiro,Jerónimos,40.4074525451183,-3.68286474674876,Entire home/apt,60,2,118,2.12,4,333
Centro,Embajadores,40.4107233626329,-3.69866171770786,Entire home/apt,70,2,43,0.75,1,146
Retiro,Estrella,40.4094010003666,-3.66522709144503,Entire home/apt,50,2,10,0.43,1,348
Centro,Embajadores,40.4125562566508,-3.70115536479942,Entire home/apt,95,4,72,1.39,1,237
Retiro,Niño Jesús,40.4111464931187,-3.67108648851204,Entire home/apt,110,4,0,0,1,15
Centro,Cortes,40.411594164697,-3.69356485093467,Private room,50,3,18,1.57,1,51
Centro,Universidad,40.4239481949704,-3.70509456007962,Entire home/apt,119,4,3,0.11,51,285
Centro,Embajadores,40.4113188126458,-3.69913967717539,Entire home/apt,60,15,9,0.88,1,1
Ciudad Lineal,Concepción,40.4416363977484,-3.64900437818381,Entire home/apt,49,1,67,4.73,1,135
Chamberí,Rios Rosas,40.4401323412756,-3.69388223227927,Private room,22,5,6,0.12,1,343
Vicálvaro,Ambroz,40.4082429778641,-3.61218908498947,Private room,20,4,0,0,1,250
Centro,Cortes,40.4141955895722,-3.70129175252891,Private room,40,1,0,0,1,355
Centro,Universidad,40.4238527841439,-3.70085365424971,Entire home/apt,50,5,38,0.68,2,290
Latina,Cármenes,40.4039262512209,-3.7418237304567,Private room,17,2,14,0.26,2,281
San Blas - Canillejas,Arcos,40.4218065478182,-3.61229849443064,Private room,20,1,8,0.15,6,334
Centro,Palacio,40.4132666103868,-3.71070907759003,Entire home/apt,42,2,43,3.03,1,328
Centro,Cortes,40.4151319447394,-3.69970027753329,Private room,20,3,30,0.54,9,343
San Blas - Canillejas,Hellín,40.428552047384,-3.61474441893084,Private room,20,1,8,0.16,6,344
Centro,Embajadores,40.4111728935982,-3.70399129121022,Private room,40,2,4,0.11,1,217
Tetuán,Almenara,40.4714877347632,-3.69128155920284,Entire home/apt,52,2,1,0.04,26,217
Tetuán,Almenara,40.4733498283406,-3.69157670318211,Entire home/apt,67,2,4,0.08,26,227
Centro,Universidad,40.4284909974412,-3.70830002883587,Entire home/apt,70,2,23,0.46,26,205
Centro,Embajadores,40.4128928390351,-3.7006495038948,Entire home/apt,85,2,47,0.9,6,296
Centro,Sol,40.4159531747359,-3.70280775568966,Entire home/apt,108,3,42,0.75,6,323
Centro,Palacio,40.4104057925367,-3.71092202762486,Entire home/apt,59,2,39,1.25,2,119
Centro,Justicia,40.420939498519,-3.69985346465651,Entire home/apt,75,90,9,0.17,2,67
Centro,Embajadores,40.4127342590773,-3.70154134624372,Private room,65,2,192,3.49,1,285
Centro,Sol,40.4167965353576,-3.70446235004547,Entire home/apt,69,2,297,6.07,2,220
Salamanca,Recoletos,40.4280021393841,-3.68640921806201,Entire home/apt,61,1,135,2.33,4,319
Retiro,Pacífico,40.4049483726849,-3.67490290711226,Private room,19,2,1,0.02,1,0
Centro,Sol,40.4170160387897,-3.70743925947061,Entire home/apt,39,2,285,4.86,1,197
Centro,Justicia,40.4224423574535,-3.69496345226746,Private room,28,3,35,0.6,1,45
Ciudad Lineal,Colina,40.4621259165307,-3.66221456058926,Private room,40,5,0,0,1,365
Centro,Universidad,40.4205547105355,-3.70389194566943,Entire home/apt,95,2,180,3.28,2,291
Centro,Embajadores,40.4106031104873,-3.70819447110104,Private room,40,1,0,0,1,19
Centro,Universidad,40.4221588482136,-3.70123053681965,Private room,34,2,296,5.36,1,226
Centro,Universidad,40.423228064828,-3.70649712961539,Entire home/apt,55,2,257,4.45,2,297
Centro,Cortes,40.413372671559,-3.70012847058486,Private room,23,1,212,3.67,1,157
Centro,Justicia,40.4211147999057,-3.7000146239906,Entire home/apt,240,3,20,0.48,6,349
Tetuán,Almenara,40.47225825449,-3.69284908614047,Entire home/apt,52,2,3,0.06,26,3
Tetuán,Almenara,40.4718813000451,-3.69211928285187,Entire home/apt,62,2,7,0.19,26,185
Arganzuela,Palos de Moguer,40.4011938411793,-3.69140666637857,Private room,22,1,7,0.12,2,130
Centro,Justicia,40.4249433570498,-3.69649859263038,Private room,29,2,22,0.38,2,0
Tetuán,Almenara,40.4719427995197,-3.69278267683431,Entire home/apt,74,2,13,0.28,26,198
Tetuán,Almenara,40.4719975777618,-3.69310045105017,Entire home/apt,52,2,8,0.16,26,3
Centro,Universidad,40.4290389906013,-3.70845630562264,Entire home/apt,55,2,7,0.14,26,168
Centro,Universidad,40.4275741884687,-3.70799695079944,Entire home/apt,90,2,25,0.5,26,92
Centro,Embajadores,40.4101880010163,-3.70200883994569,Entire home/apt,45,2,144,2.48,2,338
Ciudad Lineal,Costillares,40.4692743074759,-3.66467478017714,Entire home/apt,300,5,0,0,1,0
Centro,Embajadores,40.4065671334328,-3.70814444978488,Entire home/apt,75,5,32,0.66,26,146
Chamartín,Hispanoamérica,40.4576169153378,-3.67668981964167,Private room,23,2,28,0.6,2,287
Chamberí,Gaztambide,40.4353327064484,-3.71279969428946,Entire home/apt,40,14,4,0.1,1,0
Tetuán,Cuatro Caminos,40.4559058274248,-3.69626626430659,Private room,40,1,27,0.5,4,352
Tetuán,Cuatro Caminos,40.4552919680682,-3.69653663706441,Private room,40,1,15,0.28,4,356
Tetuán,Cuatro Caminos,40.4557324822385,-3.69528095225416,Private room,40,1,43,1.1,4,354
Carabanchel,Vista Alegre,40.3862473482738,-3.74146968732743,Entire home/apt,79,6,0,0,1,365
Centro,Universidad,40.4273229125259,-3.70890248178478,Entire home/apt,45,4,68,1.56,4,162
Centro,Palacio,40.4190827509595,-3.70813727617272,Private room,50,2,53,0.92,4,336
Moncloa - Aravaca,Argüelles,40.4259896525195,-3.71691339029904,Private room,38,3,35,0.65,1,310
Chamberí,Vallehermoso,40.446593102985,-3.70492156294306,Entire home/apt,75,1,0,0,5,365
Retiro,Ibiza,40.4181277749928,-3.67742171946908,Entire home/apt,80,3,91,1.68,1,329
Centro,Cortes,40.4145066584279,-3.70359109595627,Entire home/apt,95,3,8,0.14,6,319
Villa de Vallecas,Casco Histórico de Vallecas,40.3708130175104,-3.61396927878692,Private room,50,7,1,0.04,1,89
Centro,Embajadores,40.4077518875485,-3.69594809139669,Entire home/apt,60,2,30,0.74,1,309
Centro,Universidad,40.4234425023098,-3.70436927947229,Entire home/apt,80,3,39,0.82,1,62
Centro,Embajadores,40.4110335319093,-3.70209896457306,Entire home/apt,65,3,139,2.45,1,321
Centro,Cortes,40.4141089368273,-3.69810024786485,Private room,30,2,115,1.99,1,320
Centro,Sol,40.4190865583272,-3.70759009219377,Private room,60,2,27,0.59,4,328
Arganzuela,Delicias,40.3926651799092,-3.69328573499726,Private room,30,1,20,0.65,2,353
Salamanca,Goya,40.4233088830784,-3.66954932975025,Entire home/apt,100,5,28,0.66,3,275
Salamanca,Recoletos,40.4231417521405,-3.68951963334665,Entire home/apt,110,7,8,0.19,28,59
Arganzuela,Chopera,40.3942460872604,-3.69645318604404,Private room,23,4,8,0.16,25,349
Centro,Embajadores,40.4076246962358,-3.69939633648524,Entire home/apt,55,2,110,3.28,1,115
Centro,Justicia,40.4226667758378,-3.697089839741,Private room,33,1,224,3.98,2,20
Latina,Puerta del Angel,40.4098557727421,-3.7286928947784,Private room,20,2,146,2.79,1,35
Centro,Embajadores,40.409264460738,-3.70917756362894,Private room,35,2,33,0.87,1,231
Chamberí,Rios Rosas,40.4455030760238,-3.70382498406708,Private room,22,2,17,0.31,1,339
Centro,Universidad,40.427634277999,-3.70497524294819,Private room,30,3,0,0,1,0
Barajas,Casco Histórico de Barajas,40.473901516644,-3.57699180883205,Entire home/apt,78,1,142,2.59,3,124
Barajas,Casco Histórico de Barajas,40.4741853554229,-3.57646074299395,Private room,37,2,63,1.14,3,360
Centro,Cortes,40.4146368109025,-3.69979459573995,Private room,35,2,12,0.22,2,107
Tetuán,Cuatro Caminos,40.4516972388181,-3.70037534794253,Entire home/apt,42,3,58,1.04,2,323
Centro,Embajadores,40.4108787486387,-3.69739919786618,Entire home/apt,53,5,24,0.48,1,279
Salamanca,Guindalera,40.4339652076968,-3.66320121107324,Private room,130,1,0,0,4,0
Centro,Universidad,40.4253468540493,-3.70751113488308,Entire home/apt,80,2,198,3.47,5,283
Chamberí,Trafalgar,40.4318642003742,-3.70346029667949,Entire home/apt,50,2,56,1.03,1,326
Centro,Cortes,40.4136137980758,-3.69715490098971,Entire home/apt,67,2,47,5.05,1,249
Centro,Embajadores,40.4071779923441,-3.70326771718013,Entire home/apt,48,1,198,3.47,23,66
Arganzuela,Legazpi,40.3905030961765,-3.68766444134771,Entire home/apt,63,3,47,0.87,1,286
Arganzuela,Palos de Moguer,40.4014936208504,-3.69821236607277,Entire home/apt,55,1,5,0.16,2,0
Moncloa - Aravaca,Casa de Campo,40.4246037421036,-3.72875781438685,Entire home/apt,80,3,30,0.71,1,78
Latina,Cármenes,40.3968742865793,-3.7436790757567,Private room,15,3,0,0,1,275
Centro,Embajadores,40.4116939010837,-3.70166221400771,Entire home/apt,190,2,5,0.12,1,0
Centro,Palacio,40.4160183916352,-3.71060513361547,Entire home/apt,120,3,17,0.55,1,301
Centro,Justicia,40.4216773301529,-3.70017946343574,Private room,30,2,0,0,1,364
Usera,San Fermín,40.3670065408598,-3.68667005029252,Private room,30,2,33,0.59,2,343
Centro,Sol,40.4187130729389,-3.70606509457797,Entire home/apt,125,1,223,4.06,9,289
Carabanchel,Comillas,40.3972928051726,-3.71447198983888,Private room,24,2,17,0.3,1,241
Retiro,Jerónimos,40.4187630779815,-3.68852242596538,Entire home/apt,210,2,78,1.6,2,118
Centro,Justicia,40.4217313362342,-3.7001422078287,Entire home/apt,53,2,269,4.79,3,265
Chamberí,Arapiles,40.43430702182,-3.70517387402389,Entire home/apt,50,3,10,1.53,1,19
Arganzuela,Palos de Moguer,40.4058824648645,-3.69630956098741,Entire home/apt,85,3,48,1.05,1,315
Centro,Sol,40.4143211566345,-3.70655646566918,Private room,30,5,5,0.09,1,52
Centro,Embajadores,40.4096608468694,-3.70086195837025,Private room,35,3,15,0.27,2,174
Centro,Justicia,40.4234142367036,-3.69514366861974,Private room,34,2,108,1.89,2,84
Centro,Universidad,40.4246918806302,-3.7087970590315,Entire home/apt,37,2,215,3.79,8,274
Centro,Justicia,40.4200978593053,-3.70104513384418,Entire home/apt,80,1,274,4.92,4,310
Salamanca,Castellana,40.431404294159,-3.68543043719815,Entire home/apt,90,3,2,0.04,1,209
Salamanca,Guindalera,40.435473455216,-3.66974019197553,Private room,19,1,30,0.73,33,330
Centro,Universidad,40.4245322758493,-3.70187593891804,Private room,30,1,57,1,1,305
Tetuán,Berruguete,40.4572087921031,-3.70383367313043,Private room,22,1,9,0.39,2,365
Latina,Lucero,40.4088317507681,-3.74117791799109,Private room,16,1,87,1.56,3,234
Arganzuela,Palos de Moguer,40.4040185417058,-3.69001853550705,Entire home/apt,25,7,11,0.2,1,0
Centro,Sol,40.4155167714442,-3.70646019894546,Entire home/apt,95,4,26,0.47,1,263
Puente de Vallecas,Palomeras Bajas,40.392240913348,-3.66378316412256,Private room,45,2,3,0.06,1,0
Centro,Palacio,40.4170626802371,-3.70948178789367,Entire home/apt,65,2,230,4.04,5,198
Chamartín,Castilla,40.4729806229341,-3.68676588778382,Entire home/apt,95,5,1,0.04,1,365
Centro,Sol,40.4179447170036,-3.70126035177785,Entire home/apt,70,3,7,0.12,1,0
Centro,Sol,40.4201013376297,-3.70625259692818,Private room,40,2,43,0.77,4,334
Chamartín,Prosperidad,40.4409823111715,-3.67714749054124,Private room,23,1,62,1.13,1,17
Centro,Sol,40.4191132989003,-3.70679341563947,Entire home/apt,60,2,19,0.34,9,66
Villa de Vallecas,Santa Eugenia,40.3826289320802,-3.61486306817561,Entire home/apt,35,3,31,0.56,1,55
Centro,Palacio,40.4171471727554,-3.71053501654225,Entire home/apt,65,2,116,2.09,5,176
Fuencarral - El Pardo,Fuentelareina,40.4768311238908,-3.73897430863382,Private room,23,1,1,0.06,1,365
Moncloa - Aravaca,Argüelles,40.4254192075993,-3.71261266189791,Entire home/apt,42,2,4,2.45,1,307
Centro,Palacio,40.4205350231712,-3.70839798682741,Private room,30,1,250,4.62,2,259
Puente de Vallecas,Entrevías,40.3865344239091,-3.67325153253035,Private room,40,1,3,0.1,1,365
Chamberí,Trafalgar,40.4332157631074,-3.70364334646209,Private room,50,1,0,0,1,330
Villaverde,Los Angeles,40.3517157938792,-3.69362090584681,Private room,190,1,0,0,1,365
Chamberí,Trafalgar,40.4308571132369,-3.70269842591454,Entire home/apt,105,2,166,2.97,3,279
Centro,Sol,40.416525864989,-3.70308060899826,Entire home/apt,250,1,24,0.43,2,215
Chamartín,Castilla,40.4726669517016,-3.67553093418545,Entire home/apt,85,3,1,0.02,1,157
Usera,San Fermín,40.3742639646448,-3.69240904002179,Private room,20,1,18,0.33,1,343
Centro,Sol,40.4161920895779,-3.70250104608925,Private room,60,1,10,0.2,2,348
Centro,Palacio,40.4146100667047,-3.70848025318271,Entire home/apt,45,3,188,3.36,1,279
Centro,Universidad,40.4232022774516,-3.7044088810866,Private room,45,5,28,0.53,1,335
Chamberí,Rios Rosas,40.4415272726294,-3.69457076016848,Entire home/apt,197,3,10,0.24,11,251
Salamanca,Guindalera,40.4358323093702,-3.67095973447173,Private room,19,1,39,0.71,33,341
Salamanca,Guindalera,40.4354496764647,-3.67155955175203,Private room,19,1,19,0.34,33,307
Salamanca,Guindalera,40.4340425096236,-3.671185467926,Private room,19,1,27,0.48,33,307
Tetuán,Cuatro Caminos,40.4524092720258,-3.69904847877611,Entire home/apt,100,2,65,1.56,2,284
Ciudad Lineal,Concepción,40.4379342991201,-3.65190295915657,Private room,25,2,6,0.17,1,0
Centro,Palacio,40.4208431943401,-3.71247110196755,Private room,60,2,57,1.04,1,243
Centro,Embajadores,40.4124737141609,-3.70647422684663,Entire home/apt,180,3,62,1.12,1,176
Arganzuela,Legazpi,40.389944855266,-3.6930907641925,Entire home/apt,32,3,175,3.2,1,206
Centro,Embajadores,40.4129070746914,-3.70686031780461,Entire home/apt,115,3,7,0.15,6,336
Chamberí,Gaztambide,40.4330773556035,-3.71232705441552,Private room,39,1,26,0.68,1,309
Centro,Cortes,40.4130661693333,-3.69703665518346,Entire home/apt,67,1,2,0.04,8,353
Tetuán,Cuatro Caminos,40.455628638955,-3.69608438063239,Private room,40,1,13,0.38,4,357
Centro,Sol,40.4181034821144,-3.70019324951229,Shared room,15,1,115,2.04,6,328
Fuencarral - El Pardo,La Paz,40.4802409370773,-3.70092846773095,Private room,50,1,0,0,1,365
Centro,Embajadores,40.4086283742898,-3.70420074908812,Entire home/apt,65,5,21,0.39,1,256
Retiro,Pacífico,40.404161153127,-3.68172318603957,Private room,29,15,2,0.18,2,272
Centro,Embajadores,40.4114603678935,-3.7070015518114,Private room,42,1,32,0.58,2,352
Centro,Justicia,40.4208651373383,-3.69947964581711,Entire home/apt,55,3,187,3.34,1,309
Centro,Universidad,40.4227392527989,-3.70298110398576,Private room,28,1,77,1.39,5,351
Ciudad Lineal,Concepción,40.437557585507,-3.65215899016624,Private room,24,1,16,0.3,1,6
Villa de Vallecas,Casco Histórico de Vallecas,40.3725412071915,-3.62277882517188,Private room,22,1,4,0.17,1,0
Centro,Sol,40.4168887151123,-3.70741879457725,Entire home/apt,65,3,154,2.75,6,278
Centro,Sol,40.4173767691678,-3.70136452123458,Private room,42,1,30,0.54,6,345
Centro,Palacio,40.4197401403365,-3.70904675032746,Entire home/apt,65,2,118,2.13,1,320
Centro,Embajadores,40.4095327066688,-3.70066491639906,Private room,33,5,43,0.79,1,309
Chamberí,Trafalgar,40.4314307939443,-3.70215479108773,Private room,45,3,61,1.42,2,336
Centro,Justicia,40.4246931350374,-3.69603072389056,Entire home/apt,90,2,80,1.54,5,327
Puente de Vallecas,Portazgo,40.3907647738333,-3.64362683683473,Private room,20,5,3,0.17,1,358
Centro,Embajadores,40.4085834543955,-3.70137148101261,Entire home/apt,67,3,119,2.2,1,224
Centro,Cortes,40.4150041138296,-3.69808263966666,Entire home/apt,65,3,8,0.15,4,310
Retiro,Pacífico,40.4039211218795,-3.68146867999311,Entire home/apt,77,3,38,0.73,1,312
Latina,Lucero,40.4056736073646,-3.74920415652789,Private room,50,1,0,0,2,365
Chamberí,Trafalgar,40.4330162256129,-3.70335794842957,Entire home/apt,119,1,176,3.38,6,270
Centro,Universidad,40.4268907413477,-3.70766487240649,Entire home/apt,54,2,93,1.69,1,319
Centro,Universidad,40.4224167120073,-3.70590177493893,Private room,45,3,4,0.08,1,281
Moncloa - Aravaca,Argüelles,40.4291978112755,-3.71777508207305,Entire home/apt,95,2,9,0.17,1,0
Latina,Aluche,40.3910332120373,-3.74512149504512,Private room,38,1,0,0,1,365
Centro,Universidad,40.4222781584104,-3.70421698818494,Private room,28,1,55,1.05,5,348
Salamanca,Lista,40.4328655056748,-3.67590157360008,Entire home/apt,170,5,32,0.61,11,291
Carabanchel,Puerta Bonita,40.3775409249889,-3.74276077145033,Entire home/apt,20,1,1,0.05,1,0
Centro,Palacio,40.4185319818095,-3.70927219219087,Entire home/apt,59,3,95,2.2,2,348
Centro,Cortes,40.412930365998,-3.69516714987276,Entire home/apt,80,3,85,1.57,2,212
Centro,Universidad,40.4238534328897,-3.70495523870788,Entire home/apt,55,3,28,0.52,1,282
Hortaleza,Pinar del Rey,40.4677647811355,-3.65146651973182,Entire home/apt,155,2,14,1.08,4,345
Hortaleza,Valdefuentes,40.4912867482908,-3.64937387457699,Private room,30,1,4,0.17,1,365
Chamartín,Prosperidad,40.4490052776558,-3.66452536978374,Private room,40,2,7,0.15,2,363
Centro,Sol,40.4170283199564,-3.70655790907402,Entire home/apt,98,2,50,1.39,12,336
Ciudad Lineal,Costillares,40.475460016922,-3.67266650941861,Private room,40,1,12,0.22,1,236
Centro,Sol,40.4175030701379,-3.70140351192962,Shared room,13,2,150,2.71,6,322
Centro,Sol,40.4191850614536,-3.69983668263595,Private room,42,1,40,0.72,6,365
Arganzuela,Delicias,40.4004513828309,-3.69696494327721,Private room,24,2,60,1.1,2,350
Arganzuela,Delicias,40.4004723860665,-3.69573749722589,Private room,34,1,17,0.74,2,339
Villaverde,Los Angeles,40.3612105195333,-3.69626990711086,Entire home/apt,87,3,82,1.52,3,121
Centro,Palacio,40.4126333256172,-3.70942153912822,Entire home/apt,60,3,112,2.07,1,269
Latina,Cármenes,40.3984970539344,-3.73746615231705,Private room,14,15,0,0,1,358
Villaverde,Los Angeles,40.3556010750844,-3.69828538025599,Entire home/apt,55,3,51,1.66,3,294
